"","star_results.CbriggsaeAligned.sortedByCoord.out.bam","star_results.Cbriggsae_rep2Aligned.sortedByCoord.out.bam","star_results.Cbriggsae_rep3Aligned.sortedByCoord.out.bam","star_results.Cnigoni_rep1Aligned.sortedByCoord.out.bam","star_results.Cnigoni_rep2Aligned.sortedByCoord.out.bam","star_results.Cnigoni_rep3Aligned.sortedByCoord.out.bam","star_results.hybrid2_rep1Aligned.sortedByCoord.out.bam","star_results.hybrid2_rep2Aligned.sortedByCoord.out.bam","star_results.hybrid2_rep3Aligned.sortedByCoord.out.bam","star_results.hybrid_rep1Aligned.sortedByCoord.out.bam","star_results.hybrid_rep2Aligned.sortedByCoord.out.bam","star_results.hybrid_rep3Aligned.sortedByCoord.out.bam"
"WBGene00026938__Cni-trap-1",1448,1795,1160,1309,1876,1212,1140,1172,915,1212,1144,982
"WBGene00026937__Cni-nxt-1",164,263,162,108,80,214,216,188,214,204,112,10
"WBGene00026935__Cni-cogc-3",692,804,612,475,584,455,364,378,381,536,522,212
"WBGene00026934__Cni-syp-4",430,362,292,116,64,162,160,226,214,102,50,46
"WBGene00026933__Cnig_chr_I.g1016",372,532,286,346,394,412,117,124,92,150,52,113
"WBGene00026931__Cni-bam-2",246,301,212,134,116,132,124,164,135,254,334,120
"WBGene00026930__Cni-C45E1.4",70,106,42,68,38,74,128,120,94,191,116,102
"WBGene00270852__Cnig_chr_I.g1021",36,0,0,0,0,0,0,0,0,0,0,0
"WBGene00086680__Cni-C45E1.5",64,42,24,0,20,15,8,12,16,34,188,26
"WBGene00026929__Cni-nhr-64",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00026928__Cni-riok-1",427,464,384,174,198,140,544,790,426,302,452,168
"WBGene00026927__Cni-M01B12.4",987,1263,1218,598,514,468,804,901,650,680,1088,478
"WBGene00026925__Cni-Y54E10BR.1",338,372,154,200,40,74,144,222,154,198,222,52
"WBGene00026924__Cni-ztf-23",84,88,58,58,36,36,86,106,36,80,50,34
"WBGene00026922__Cni-mod-5",18,48,14,0,20,10,0,66,16,26,128,28
"WBGene00026921__Cni-Y54E10BR.2",454,520,300,258,146,260,158,188,138,248,134,44
"WBGene00026920__Cni-rpb-7",384,493,330,193,198,228,234,286,172,254,184,184
"WBGene00026918__Cni-Y54E10BR.3",597,703,446,231,328,358,392,378,276,297,227,322
"WBGene00026917__Cni-Y54E10BR.4",200,304,204,120,174,212,451,553,522,164,114,50
"WBGene00026915__Cnig_chr_I.g1036",278,507,402,370,330,321,440,444,368,538,485,158
"WBGene00026915__Cni-col-48",278,507,402,370,330,321,440,444,368,538,485,158
"WBGene00026915__Cni-mek-2",278,507,402,370,330,321,440,444,368,538,485,158
"WBGene00026913__Cni-nduf-5",515,886,476,596,974,694,528,599,467,539,342,443
"WBGene00026912__Cni-dnj-28",501,600,342,455,384,438,166,176,154,234,122,128
"WBGene00026911__Cni-supr-1",118,140,56,33,62,94,139,180,79,88,92,48
"WBGene00026910__Cni-Y71F9AR.2",106,22,49,82,9,64,60,84,44,79,152,104
"WBGene00303307__Cni-Y71F9AR.4",86,58,25,48,18,72,58,42,50,62,34,24
"WBGene00026909__Cni-col-49",0,0,0,0,18,4,24,54,34,14,0,36
"WBGene00026909__Cni-K09H9.8",0,0,0,0,18,4,24,54,34,14,0,36
"WBGene00026907__Cnig_chr_I.g1047",212,60,54,114,113,98,74,42,56,50,0,34
"WBGene00026906__Cnig_chr_I.g1048",414,624,340,389,410,458,312,432,252,276,262,196
"WBGene00026905__Cni-K09H9.5",123,332,197,178,192,200,195,108,122,26,40,54
"WBGene00026904__Cni-lpd-6",322,328,282,89,152,114,326,395,338,162,126,144
"WBGene00026903__Cni-K09H9.2",148,158,112,68,50,94,74,158,110,36,0,66
"WBGene00026902__Cni-vbh-1",4472,5059,3876,3494,2374,3166,3727,4628,3540,3772,2794,2125
"WBGene00026901__Cnig_chr_I.g1054",13687,18947,12834,9853,12031,10573,4079,3994,3158,7495,5786,5284
"WBGene00026899__Cni-Y54E10A.6",154,204,160,120,122,116,208,141,110,92,120,78
"WBGene00026898__Cni-dnc-6",126,152,98,136,134,54,110,168,90,150,84,10
"WBGene00026897__Cni-Y54E10A.10",518,442,318,302,490,238,536,573,406,292,400,146
"WBGene00086678__Cni-Y54E10A.11",462,559,320,406,292,354,524,726,622,525,632,350
"WBGene00026896__Cnig_chr_I.g1060",652,740,428,395,385,271,278,389,290,322,248,246
"WBGene00026896__Cnig_chr_I.g1062",652,740,428,395,385,271,278,389,290,322,248,246
"WBGene00026896__Cni-K07A3.3",652,740,428,395,385,271,278,389,290,322,248,246
"WBGene00026893__Cni-ptr-12",27,120,0,26,16,46,82,32,60,72,0,24
"WBGene00026892__Cni-fbp-1",1546,2147,1838,1125,1628,1319,1109,1591,1117,1568,1518,980
"WBGene00026891__Cni-aat-5",170,210,150,232,166,179,400,822,404,464,570,186
"WBGene00026890__Cni-scrt-1",10,0,0,2,2,18,30,0,0,20,0,0
"WBGene00026888__Cni-T02E1.6",704,788,441,448,376,632,194,192,122,294,130,142
"WBGene00026887__Cni-T02E1.7",939,1402,1074,499,480,635,229,307,212,347,424,278
"WBGene00026887__Cni-kcnl-2",939,1402,1074,499,480,635,229,307,212,347,424,278
"WBGene00026887__Cnig_chr_I.g1073",939,1402,1074,499,480,635,229,307,212,347,424,278
"WBGene00086674__Cni-Y23H5B.3",8,0,30,10,4,0,8,0,8,12,0,0
"WBGene00086674__Cni-Y23H5B.8",8,0,30,10,4,0,8,0,8,12,0,0
"WBGene00026881__Cni-Y38E10A.17",7561,7409,6278,3066,2538,2436,1326,1200,1133,1825,1710,1456
"WBGene00026879__Cni-dhs-3",493,920,558,578,420,485,338,412,376,825,976,550
"WBGene00026837__Cnig_chr_I.g1291",62,60,60,39,6,10,102,126,54,66,239,30
"WBGene00026835__Cni-cutl-8",50,53,8,5,2,11,6,15,6,8,46,26
"WBGene00026835__Cnig_chr_I.g1101",50,53,8,5,2,11,6,15,6,8,46,26
"WBGene00026835__Cni-dma-1",50,53,8,5,2,11,6,15,6,8,46,26
"WBGene00026835__Cni-T01G9.2",50,53,8,5,2,11,6,15,6,8,46,26
"WBGene00026830__Cni-kin-10",1697,2021,1260,1249,1481,1312,1352,1897,1284,1278,1142,718
"WBGene00026829__Cni-npp-2",294,360,274,188,152,286,297,326,277,286,158,74
"WBGene00026828__Cni-mei-1",120,214,206,58,44,144,106,170,109,84,134,60
"WBGene00026827__Cni-abts-1",1940,1666,1573,774,900,744,894,1095,821,1420,1597,908
"WBGene00026826__Cni-F52B5.7",102,97,90,28,18,46,38,40,8,64,44,14
"WBGene00303306__Cni-F52B5.2",2,88,45,26,38,18,30,44,30,22,0,20
"WBGene00026825__Cni-F52B5.3",556,676,607,427,256,282,577,568,424,514,467,295
"WBGene00026824__Cni-cep-1",504,668,338,132,56,84,120,78,52,98,74,56
"WBGene00026823__Cni-rpl-25.2",6493,7933,5297,6189,5987,5531,7177,8212,6058,4473,3658,3603
"WBGene00026822__Cni-C34B7.1",0,38,22,0,0,18,12,12,4,0,0,0
"WBGene00026821__Cni-mys-4",106,140,56,20,50,54,88,129,62,60,80,36
"WBGene00026820__Cni-C34B7.2",114,62,134,84,48,103,166,260,242,94,206,86
"WBGene00026819__Cni-cyp-36A1",124,104,164,88,82,22,114,148,82,180,128,108
"WBGene00026818__Cnig_chr_I.g1119",27,90,23,23,28,34,110,34,24,51,71,5
"WBGene00026816__Cni-tbcd-1",192,248,310,346,214,212,384,397,428,628,154,262
"WBGene00026815__Cni-uri-1",194,354,266,136,160,64,150,126,78,158,88,84
"WBGene00026814__Cni-rnt-1",44,32,56,26,12,18,14,4,4,54,0,24
"WBGene00026813__Cni-cpb-3",458,424,316,213,166,124,392,615,443,340,252,206
"WBGene00026812__Cnig_chr_I.g1126",310,270,302,232,88,210,339,545,321,134,68,134
"WBGene00026810__Cni-lin-35",264,268,290,124,98,88,188,264,180,182,256,64
"WBGene00026810__Cni-C32F10.4",264,268,290,124,98,88,188,264,180,182,256,64
"WBGene00026809__Cni-vps-51",176,294,180,200,158,100,173,270,198,254,194,126
"WBGene00026808__Cnig_chr_I.g1130",20,44,35,18,0,32,2,8,2,0,22,0
"WBGene00026807__Cni-mtk-1",80,124,96,92,28,78,124,151,148,160,342,78
"WBGene00026806__Cni-nhr-2",34,2,6,14,8,62,34,28,32,30,62,0
"WBGene00026805__Cni-C32F10.8",2483,3483,2176,1409,1610,1726,1595,1205,1112,1460,1504,1080
"WBGene00026804__Cni-obr-4",1963,1997,1418,1329,1474,1441,972,1387,1008,1151,942,910
"WBGene00026802__Cni-F08B6.1",42,84,38,66,176,54,60,18,122,26,56,44
"WBGene00026800__Cni-calu-2",148,86,116,84,64,143,74,100,62,78,0,20
"WBGene00026798__Cni-hrpf-1",210,444,396,184,234,235,350,252,262,268,374,190
"WBGene00026797__Cni-fnci-1",394,552,406,274,272,266,398,536,320,228,374,127
"WBGene00026796__Cni-unc-37",286,351,171,186,172,174,408,490,299,377,716,158
"WBGene00026795__Cni-W02D3.12",96,150,90,53,52,52,39,14,23,21,0,18
"WBGene00026793__Cni-dhod-1",452,550,428,293,374,372,320,342,254,366,211,127
"WBGene00026793__Cnig_chr_I.g1145",452,550,428,293,374,372,320,342,254,366,211,127
"WBGene00026792__Cni-smg-5",158,153,110,42,64,82,88,52,69,50,141,14
"WBGene00026789__Cni-T19A6.1",493,588,551,322,322,414,390,494,331,431,417,216
"WBGene00026789__Cni-ser-5",493,588,551,322,322,414,390,494,331,431,417,216
"WBGene00026789__Cnig_chr_I.g1149",493,588,551,322,322,414,390,494,331,431,417,216
"WBGene00026788__Cni-ngp-1",876,838,640,594,598,396,1420,2499,1447,826,670,670
"WBGene00026787__Cni-nepr-1",224,212,106,180,104,48,146,266,132,246,134,78
"WBGene00026786__Cnig_chr_I.g1152",6,6,0,0,6,1,14,0,14,0,0,0
"WBGene00026785__Cnig_chr_I.g1154",564,500,430,499,384,584,354,236,227,316,128,174
"WBGene00026784__Cni-B0207.10",24,2,0,10,0,32,18,0,8,14,0,14
"WBGene00026782__Cni-B0207.9",369,354,222,255,70,244,104,54,58,165,176,148
"WBGene00026781__Cni-B0207.2",28,22,12,12,0,0,22,24,12,0,0,0
"WBGene00026780__Cni-B0207.7",1606,1897,1223,1128,1002,1028,520,446,504,928,352,688
"WBGene00026779__Cni-gpa-14",0,6,12,12,34,40,14,20,36,14,30,6
"WBGene00026778__Cni-air-2",587,764,588,220,339,384,254,264,198,182,156,126
"WBGene00026777__Cni-B0207.6",106,146,74,54,108,143,18,220,86,20,0,40
"WBGene00026776__Cni-B0207.5",4902,3817,3444,665,548,572,26,33,38,326,342,48
"WBGene00026775__Cni-hpo-27",804,768,862,708,502,362,1084,1184,1062,1390,1644,628
"WBGene00026774__Cni-stam-1",1567,2100,1578,766,500,724,688,984,665,941,995,410
"WBGene00026773__Cni-tyr-4",2001,2120,1302,859,771,934,2314,1418,1536,1784,3898,2236
"WBGene00026772__Cnig_chr_I.g1166",3076,4710,3457,3196,3729,4190,1439,1263,1197,2697,1753,1796
"WBGene00026771__Cnig_chr_I.g1167",6,26,0,4,8,6,0,4,0,20,0,0
"WBGene00026770__Cni-col-54",0,0,0,8,0,0,4,44,4,0,4,12
"WBGene00026769__Cni-F33D11.8",8,20,36,8,8,10,66,20,16,70,24,14
"WBGene00303304__Cnig_chr_I.g1170",558,584,477,156,164,287,236,406,212,244,224,161
"WBGene00026767__Cnig_chr_I.g1171",214,296,199,144,181,132,170,114,156,56,74,140
"WBGene00026766__Cnig_chr_I.g1172",76,44,46,156,172,192,255,358,240,188,234,154
"WBGene00026765__Cni-vpr-1",1250,1203,674,974,712,820,1037,934,780,1206,1564,510
"WBGene00026764__Cni-cdc-7",296,276,116,182,74,240,192,174,122,134,236,100
"WBGene00026763__Cni-noah-1",96,80,114,26,36,6,56,56,90,56,410,271
"WBGene00026762__Cni-pgp-2",966,637,518,471,371,424,569,531,435,1072,2035,618
"WBGene00026761__Cnig_chr_I.g1178",674,562,526,197,226,149,172,108,116,184,204,182
"WBGene00026760__Cnig_chr_I.g1179",1126,1474,1132,1493,1677,1597,702,502,416,1051,580,505
"WBGene00026759__Cnig_chr_I.g1180",48,30,52,22,40,78,54,85,18,36,42,42
"WBGene00086666__Cnig_chr_I.g1182",534,590,496,20,54,0,0,32,0,0,0,0
"WBGene00026758__Cnig_chr_I.g1183",961,779,899,556,281,428,899,1047,1060,970,1178,579
"WBGene00026756__Cni-C41D11.3",1074,1394,998,464,368,384,408,422,280,390,520,432
"WBGene00026755__Cni-eif-3.H",654,1102,772,458,530,553,612,480,664,396,403,254
"WBGene00026754__Cni-cps-6",302,302,158,76,144,85,120,260,206,174,98,116
"WBGene00026753__Cni-C41D11.9",50,78,108,32,28,30,64,6,86,82,0,46
"WBGene00026752__Cni-cmt-1",159,110,60,38,81,90,104,126,108,120,38,14
"WBGene00026750__Cnig_chr_I.g1191",0,0,2,6,26,6,2,0,0,0,0,56
"WBGene00026749__Cnig_chr_I.g1192",372,532,292,210,156,124,104,50,116,116,86,118
"WBGene00026747__Cni-dmsr-2",204,182,182,214,135,152,192,204,66,198,388,132
"WBGene00026746__Cni-Y23H5B.5",162,154,172,126,226,228,296,248,290,153,348,42
"WBGene00026745__Cni-Y23H5B.6",144,280,42,224,117,132,308,344,214,190,168,78
"WBGene00026744__Cni-eif-3.I",1142,1202,697,714,897,691,724,755,495,672,692,392
"WBGene00026742__Cni-abtm-1",656,767,459,338,271,380,384,608,326,363,416,292
"WBGene00026739__Cni-ubxn-1",1024,1471,954,840,1151,947,840,896,792,805,818,455
"WBGene00026738__Cni-F23C8.9",64,128,22,26,18,24,55,74,22,26,0,20
"WBGene00086662__Cni-F23C8.8",400,350,194,186,160,244,84,110,126,116,156,76
"WBGene00026737__Cni-did-2",554,788,506,520,627,573,834,874,642,766,766,894
"WBGene00026736__Cni-F23C8.5",2744,3214,2003,3026,2999,3016,1572,1444,1295,2217,1935,1396
"WBGene00026736__Cni-F23C8.13",2744,3214,2003,3026,2999,3016,1572,1444,1295,2217,1935,1396
"WBGene00026734__Cni-zwl-1",1382,1335,1441,560,612,605,584,635,378,581,221,316
"WBGene00026732__Cni-dot-1.1",234,262,236,114,82,112,136,203,164,228,186,146
"WBGene00026731__Cni-sydn-1",134,94,100,42,6,24,44,110,38,8,18,58
"WBGene00026728__Cnig_chr_I.g1211",2,16,40,6,0,18,26,70,0,0,42,0
"WBGene00026727__Cni-W09C3.8",664,886,733,351,285,377,116,114,56,200,144,208
"WBGene00086661__Cnig_chr_I.g1214",572,730,467,214,179,276,8,0,0,13,0,50
"WBGene00026726__Cnig_chr_I.g1215",2776,3506,2086,729,634,793,142,158,218,250,286,186
"WBGene00026721__Cnig_chr_I.g1216",882,950,774,244,161,334,459,210,488,402,736,319
"WBGene00026720__Cnig_chr_I.g1217",662,632,606,134,80,92,130,116,94,109,166,124
"WBGene00026718__Cnig_chr_I.g1220",76,112,130,84,32,46,44,36,64,52,58,66
"WBGene00026717__Cni-C10H11.8",152,94,187,164,146,146,204,196,132,178,272,154
"WBGene00026716__Cni-let-502",1562,1553,1083,720,471,800,1068,1331,725,987,786,781
"WBGene00026715__Cni-viln-1",1199,1083,1018,375,230,332,326,275,240,438,530,226
"WBGene00026714__Cni-cpg-1",344,196,456,126,56,104,286,190,168,212,254,178
"WBGene00026713__Cni-rpa-2",374,514,372,476,393,502,523,580,408,347,320,338
"WBGene00026712__Cni-M04F3.4",622,1027,748,461,406,519,733,660,844,1087,586,442
"WBGene00026711__Cni-M04F3.5",352,396,214,334,170,248,277,414,372,354,202,306
"WBGene00026710__Cni-zig-7",336,470,226,158,94,106,144,220,102,222,208,126
"WBGene00026709__Cni-gnrr-1",32,18,32,4,0,0,0,4,28,0,34,0
"WBGene00026708__Cni-F54D7.2",442,662,384,331,286,436,818,500,737,546,562,332
"WBGene00026707__Cni-F57C9.6",74,30,14,0,0,24,20,24,6,22,0,0
"WBGene00026706__Cni-F57C9.4",242,236,198,142,198,246,142,190,106,85,86,170
"WBGene00026704__Cni-glo-2",0,12,0,0,2,12,0,8,24,24,0,16
"WBGene00270377__Cni-clec-90",90,108,127,56,42,22,104,124,64,148,172,42
"WBGene00026703__Cni-F57C9.1",498,612,368,520,473,474,382,506,484,491,860,416
"WBGene00026702__Cni-rga-6",344,361,302,66,70,26,70,107,50,104,136,46
"WBGene00026701__Cni-C30F12.5",130,224,112,50,36,84,116,73,100,90,102,70
"WBGene00026700__Cni-nmur-4",96,120,20,34,32,12,38,30,74,73,72,46
"WBGene00026699__Cni-idhg-2",438,648,420,520,573,790,590,420,366,753,1212,470
"WBGene00026697__Cni-C30F12.1",142,140,98,242,148,132,249,194,134,130,278,80
"WBGene00026696__Cni-C30F12.2",324,286,194,204,329,336,222,268,208,280,128,64
"WBGene00026695__Cni-C30F12.3",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cni-pcbd-1",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cnig_chr_I.g1251",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cnig_chr_I.g1252",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cnig_chr_I.g1253",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cni-Y53C10A.15",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cnig_chr_I.g1255",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cni-ekl-7",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cni-unc-94",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cni-sir-2.4",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cni-C06A5.3",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cnig_chr_I.g1261",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cni-avr-14",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cni-homt-1",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cni-nlp-40",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026695__Cni-sesn-1",140,295,110,46,49,50,70,158,87,94,50,32
"WBGene00026674__Cni-pgs-1",241,294,154,195,93,140,289,222,214,264,219,180
"WBGene00026673__Cni-Y48G1C.10",264,248,260,172,174,194,378,372,251,344,647,207
"WBGene00026672__Cni-Y48G1C.9",50,48,32,56,88,50,82,96,64,72,40,120
"WBGene00026671__Cni-Y48G1C.13",0,8,0,0,0,12,0,0,0,0,0,0
"WBGene00026670__Cni-col-45",0,0,0,0,0,0,8,0,8,4,0,0
"WBGene00026669__Cni-F53G12.8",140,248,144,404,463,440,204,136,162,256,300,318
"WBGene00026668__Cni-rpl-7",9390,13991,9217,11749,13086,11445,14550,16990,11587,12270,10041,8447
"WBGene00026667__Cnig_chr_I.g1280",2133,2420,2024,1718,1978,2206,2586,2362,2319,3188,4448,1842
"WBGene00026666__Cnig_chr_I.g1281",671,602,506,326,190,222,616,686,493,619,562,236
"WBGene00026665__Cni-C55C3.3",1524,1768,1286,916,968,858,260,382,216,659,620,467
"WBGene00270402__Cnig_chr_I.g1283",28,48,60,0,6,0,16,12,20,18,50,18
"WBGene00026664__Cni-hum-7",170,138,238,52,20,22,148,237,102,162,196,84
"WBGene00086652__Cnig_chr_I.g1285",0,0,12,0,6,0,0,12,0,12,0,0
"WBGene00026663__Cnig_chr_I.g1286",14,14,6,12,0,0,0,0,0,6,0,0
"WBGene00026661__Cnig_chr_I.g1287",14,0,16,0,0,0,0,0,0,0,0,0
"WBGene00271435__Cnig_chr_I.g1288",350,514,371,455,482,478,212,88,78,345,174,196
"WBGene00026660__Cni-W03F11.5",92,4,0,12,2,20,12,8,0,8,0,0
"WBGene00026659__Cni-afd-1",672,470,430,233,188,160,566,592,592,625,818,369
"WBGene00026658__Cni-abt-2",1009,768,741,498,320,417,315,284,324,552,764,290
"WBGene00026656__Cni-Y39G10AR.32",0,26,54,28,22,108,36,40,61,36,42,16
"WBGene00270414__Cni-lgc-51",0,0,0,60,26,90,4,30,64,38,10,24
"WBGene00026655__Cni-slc-17.6",186,250,120,196,78,218,277,334,260,254,306,78
"WBGene00026653__Cni-Y39G10AR.8",1114,1459,1176,1340,1538,1249,1176,1107,1049,1214,914,577
"WBGene00086649__Cnig_chr_I.g1301",44,52,74,33,60,55,52,110,110,90,50,32
"WBGene00026651__Cnig_chr_I.g1303",102,138,98,70,128,72,89,106,68,58,2,0
"WBGene00086648__Cnig_chr_I.g1304",136,246,150,125,220,76,223,190,166,130,88,216
"WBGene00026650__Cni-icp-1",834,1054,616,300,182,248,403,460,359,216,368,188
"WBGene00026649__Cni-tpxl-1",555,644,504,265,256,146,337,432,330,355,131,308
"WBGene00026649__Cni-epg-2",555,644,504,265,256,146,337,432,330,355,131,308
"WBGene00026647__Cni-Y39G10AR.11",568,843,620,368,344,524,915,934,840,904,1706,831
"WBGene00026646__Cni-cdk-7",146,110,128,122,108,166,178,254,164,138,90,98
"WBGene00026645__Cni-Y39G10AL.1",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00026644__Cnig_chr_I.g1312",672,805,612,396,412,454,218,88,92,280,82,158
"WBGene00026643__Cnig_chr_I.g1313",22,8,28,484,485,492,94,160,76,118,190,192
"WBGene00026641__Cni-scpl-1",1120,1074,1052,453,290,387,854,1062,760,1308,1774,629
"WBGene00026640__Cni-mut-16",708,384,565,64,60,50,190,346,130,116,334,188
"WBGene00026639__Cni-ncx-4",52,176,56,31,54,102,88,114,151,150,155,88
"WBGene00026638__Cnig_chr_I.g1318",120,156,68,18,68,76,116,132,107,154,80,114
"WBGene00026637__Cnig_chr_I.g1319",592,602,602,568,224,574,242,243,150,418,247,174
"WBGene00270857__Cnig_chr_I.g1320",137,286,251,20,0,16,36,0,0,0,84,24
"WBGene00026636__Cni-W09C3.7",2235,2584,1818,1686,2436,2047,847,989,534,1430,1340,815
"WBGene00026635__Cni-F35H8.4",112,106,92,76,38,89,51,56,24,48,10,23
"WBGene00026634__Cni-F35C12.3",28,14,0,0,0,0,0,0,8,0,0,0
"WBGene00026633__Cni-nhr-62",36,82,104,38,12,40,188,176,114,121,86,32
"WBGene00026632__Cnig_chr_I.g1325",1394,2350,1261,948,1349,1197,451,425,316,495,562,588
"WBGene00026631__Cni-F52F12.5",400,818,614,216,318,251,126,86,130,82,126,180
"WBGene00026629__Cni-ztf-11",108,94,70,3,0,50,18,24,20,58,28,28
"WBGene00026628__Cni-lsl-1",72,155,96,102,132,148,278,428,278,112,84,38
"WBGene00026627__Cnig_chr_I.g1329",283,190,379,78,94,54,182,218,142,128,112,116
"WBGene00026626__Cni-col-64",28,52,0,0,2,0,0,0,0,0,0,0
"WBGene00026625__Cni-oct-1",54,36,10,46,24,22,49,108,56,88,158,38
"WBGene00026623__Cni-nhr-69",206,276,194,64,94,98,108,212,212,296,382,284
"WBGene00026622__Cni-inx-20",8,22,14,0,8,30,17,38,14,46,1,1
"WBGene00026621__Cni-nhr-49",594,862,722,318,315,320,469,714,486,601,1151,392
"WBGene00026620__Cni-K10C3.5",130,208,132,231,202,188,260,384,264,280,190,148
"WBGene00026618__Cni-ensa-1",510,583,490,322,306,328,572,800,520,786,897,352
"WBGene00026617__Cni-zig-1",224,172,122,91,119,216,258,204,202,428,304,240
"WBGene00026616__Cnig_chr_I.g1341",0,12,0,0,0,0,0,0,0,0,0,0
"WBGene00026613__Cnig_chr_I.g1342",574,397,533,422,500,478,327,333,253,630,509,412
"WBGene00026611__Cni-epg-8",129,268,160,110,42,124,306,222,212,256,384,254
"WBGene00026610__Cni-dsbn-1",228,86,148,140,139,201,176,216,84,162,348,70
"WBGene00026609__Cni-Y106G6A.1",190,129,86,86,140,130,178,154,190,254,214,110
"WBGene00026608__Cni-sqv-5",546,496,390,189,191,182,847,618,629,722,1100,562
"WBGene00026607__Cni-T24D1.2",387,474,468,162,176,132,274,434,318,228,282,202
"WBGene00026605__Cnig_chr_I.g1351",118,228,150,45,8,40,46,48,88,60,177,12
"WBGene00026604__Cni-mom-5",253,402,234,262,210,222,323,468,229,380,316,287
"WBGene00026603__Cni-tsp-7",102,24,31,0,1,10,6,22,22,8,52,12
"WBGene00026602__Cni-T23D8.3",490,765,270,296,242,247,1063,1734,1062,490,654,432
"WBGene00026601__Cni-eif-3.C",1853,1718,1284,1050,1129,688,1634,1743,1193,1275,1183,996
"WBGene00026600__Cni-sys-1",116,138,53,32,28,66,78,184,86,30,20,58
"WBGene00086641__Cnig_chr_I.g1358",86,14,38,54,46,34,14,30,0,42,4,0
"WBGene00026599__Cnig_chr_I.g1359",666,863,678,374,214,648,274,172,221,338,322,218
"WBGene00026598__Cni-fce-1",576,632,466,456,594,794,652,722,390,670,692,309
"WBGene00026597__Cni-C16C2.4",472,546,436,200,132,256,265,342,234,324,215,268
"WBGene00026596__Cnig_chr_I.g1362",202,320,288,88,60,132,172,204,210,242,266,146
"WBGene00026595__Cni-eat-16",320,338,232,246,158,110,302,320,180,518,672,272
"WBGene00026594__Cni-ceh-5",4,0,14,0,0,6,10,0,10,8,44,6
"WBGene00026593__Cni-gfi-2",295,476,330,282,219,250,344,526,353,442,413,158
"WBGene00026592__Cnig_chr_I.g1368",860,734,385,478,582,490,251,297,246,330,540,226
"WBGene00026590__Cni-K02A11.3",156,107,172,62,68,44,62,36,59,110,138,78
"WBGene00270413__Cni-K02A11.4",4,61,20,32,6,42,18,58,128,10,34,26
"WBGene00026589__Cni-sur-6",912,1228,821,717,523,716,772,736,516,782,952,450
"WBGene00026588__Cni-F26E4.2",97,96,76,90,136,84,145,62,154,74,140,66
"WBGene00026587__Cni-F26E4.3",236,250,140,136,118,108,112,42,72,62,42,56
"WBGene00026586__Cni-F26E4.5",320,318,250,370,298,472,104,156,132,228,169,154
"WBGene00026585__Cni-F26E4.4",187,331,190,190,145,54,207,272,243,58,380,78
"WBGene00026584__Cni-F26E4.6",2780,3675,1636,3050,4432,3801,3076,3315,2272,2651,2887,2386
"WBGene00026583__Cni-F26E4.7",86,34,28,52,16,92,172,154,220,212,226,14
"WBGene00026582__Cnig_chr_I.g1380",337,566,244,511,350,587,364,440,263,477,526,454
"WBGene00026581__Cni-drsh-1",80,136,78,66,36,84,64,76,22,14,40,44
"WBGene00026580__Cnig_chr_I.g1382",2282,3571,2235,1631,2019,1560,2180,1971,1948,2468,2079,2046
"WBGene00026579__Cni-cco-1",4486,6753,3178,4650,5866,5288,3551,2943,2724,4286,3680,3533
"WBGene00026578__Cni-hrdl-1",966,1062,1092,812,635,736,794,870,688,720,764,400
"WBGene00026577__Cni-rme-2",172,150,384,164,97,98,296,234,158,124,296,184
"WBGene00026576__Cni-B0379.1",640,832,410,158,140,210,442,426,258,764,750,540
"WBGene00026575__Cnig_chr_I.g1389",424,249,188,207,176,82,180,195,165,319,481,162
"WBGene00026574__Cni-F10G8.9",170,148,132,114,154,184,140,166,76,142,230,42
"WBGene00026573__Cni-nubp-1",174,164,112,173,322,138,366,360,338,316,374,320
"WBGene00026572__Cnig_chr_I.g1393",150,212,112,130,130,170,119,285,305,85,180,124
"WBGene00026572__Cni-ncs-2",150,212,112,130,130,170,119,285,305,85,180,124
"WBGene00026570__Cni-rae-1",316,373,262,348,244,250,276,384,312,284,298,190
"WBGene00026569__Cni-C03C11.1",1446,2074,1554,1649,1982,1910,676,478,506,1278,536,974
"WBGene00026568__Cni-cfi-1",255,244,258,20,90,14,110,54,60,129,208,44
"WBGene00026567__Cni-hpo-24",166,168,124,42,12,20,82,122,58,30,72,44
"WBGene00026563__Cni-C04F12.8",420,456,276,108,134,116,552,434,437,538,648,358
