"","Cni.Cbr.x","Cbr.ZZY10330_h1","Cni.ZZY10330_h1","cis_trans.x","inheritance.x","logFC.ZZY10330.vs.Cbr","logFC.ZZY10330.vs.Cni","logFC.species.x","position.x","chromosome.x","introgression.x","Inheritance_sum.x","cis_trans_sum.x","Cni.Cbr.y","Cbr.ZZY10307_h2","Cni.ZZY10307_h2","cis_trans.y","inheritance.y","logFC.ZZY10307.vs.Cbr","logFC.ZZY10307.vs.Cni","logFC.species.y","position.y","chromosome.y","introgression.y","Inheritance_sum.y","cis_trans_sum.y"
"WBGene00023653__Cnig_chr_X.g25160",0,0,0,"conserved","no change",0.38841272443419,1.05933493918807,-0.617119661159179,15834576,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.25379152262171,0.860784803777673,-0.617119661159179,15834576,"X","C. nigoni background","No change","Conserved"
"WBGene00023654__Cnig_chr_X.g25162",1,1,0,"no effect","C. nigoni dominant",3.63713357499625,0.368565487470414,3.32627173793819,15841686,"X","C. nigoni background","Cni dominant","No change",1,0,0,"ambiguous","ambiguous",2.7464426722288,-0.59055548283365,3.32627173793819,15841686,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00023659__Cni-T25B6.4",0,0,0,"conserved","no change",1.42842220631717,0.897973252454724,0.57366074957665,15870026,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.27366247911672,0.682146978896063,0.57366074957665,15870026,"X","C. nigoni background","No change","Conserved"
"WBGene00023662__Cni-C24A3.1",0,0,0,"conserved","no change",2.20475344781791,5.79905051150716,-3.5481410743988,15931145,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.56064236170773,5.09386613318654,-3.5481410743988,15931145,"X","C. nigoni background","No change","Conserved"
"WBGene00023663__Cni-C24A3.2",1,0,0,"ambiguous","ambiguous",0.948490673831714,-0.12038785593822,1.12541654686572,15935345,"X","C. nigoni background","Ambiguous","Ambiguous",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.124000192740619,-1.26045560214861,1.12541654686572,15935345,"X","C. nigoni background","Cbr dominant","trans-only"
"WBGene00023664__Cnig_chr_X.g25186",0,0,0,"conserved","no change",-0.106641268228186,-0.458378790920351,0.404614556886794,15940121,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.352434574074477,-0.0619656932800227,0.404614556886794,15940121,"X","C. nigoni background","No change","Conserved"
"WBGene00023665__Cni-twk-18",0,0,0,"conserved","no change",0.721224869458571,0.684562010123495,0.0878988201251633,15943159,"X","C. nigoni background","No change","Conserved",0,1,1,"compensatory trans up","overdominant",0.995100329574695,0.896102231433592,0.0878988201251633,15943159,"X","C. nigoni background","Overdominant","Compensatory"
"WBGene00023666__Cni-nmur-1",0,0,0,"conserved","no change",-1.2452954951821,-0.648913815102164,-0.53749752029976,15949191,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.231106513145258,0.304439848410544,-0.53749752029976,15949191,"X","C. nigoni background","No change","Conserved"
"WBGene00023671__Cni-trk-1",-1,0,0,"ambiguous","ambiguous",-0.664771261185964,1.77109270258722,-2.37540689174978,15993612,"X","C. nigoni background","Ambiguous","Ambiguous",-1,0,0,"ambiguous","ambiguous",-0.561903852080992,1.8067623927174,-2.37540689174978,15993612,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00023673__Cni-acs-22",0,1,0,"ambiguous","ambiguous",0.81926529241879,0.404652291363792,0.465002093093107,16003279,"X","C. nigoni background","Ambiguous","Ambiguous",0,0,-1,"ambiguous","ambiguous",-0.218109131580577,-0.694600714832108,0.465002093093107,16003279,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00023676__Cni-nlp-14",0,1,1,"compensatory trans up","overdominant",1.03454671967753,1.15744120148068,-0.0687682630279766,16024123,"X","C. nigoni background","Overdominant","Compensatory",0,1,1,"compensatory trans up","overdominant",0.777161925029705,0.837582230174121,-0.0687682630279766,16024123,"X","C. nigoni background","Overdominant","Compensatory"
"WBGene00023677__Cnig_chr_X.g25198",0,0,0,"conserved","no change",-0.594774056836896,-0.150712765068821,-0.386653704312532,16030880,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.276880063849045,0.64898592880106,-0.386653704312532,16030880,"X","C. nigoni background","No change","Conserved"
"WBGene00023678__Cni-ensh-1",-1,0,0,"ambiguous","ambiguous",-0.470403914871311,1.19092289412474,-1.6132126546926,16037046,"X","C. nigoni background","Ambiguous","Ambiguous",-1,-1,0,"no effect","C. nigoni dominant",-1.52151019283205,0.0761600668651102,-1.6132126546926,16037046,"X","C. nigoni background","Cni dominant","No change"
"WBGene00023681__Cni-C44C10.9",0,0,0,"conserved","no change",-0.743959983298861,-0.425111053729152,-0.265272267340694,16070890,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.249865676931534,0.00384568737563088,-0.265272267340694,16070890,"X","C. nigoni background","No change","Conserved"
"WBGene00023683__Cni-D1053.4",1,0,0,"ambiguous","ambiguous",3.48190432067313,-2.09564188399698,5.64498770415097,16108296,"X","C. nigoni background","Ambiguous","Ambiguous",1,0,0,"ambiguous","ambiguous",3.72307220782642,-1.91877542367713,5.64498770415097,16108296,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00023684__Cni-gst-42",0,0,0,"conserved","no change",-0.319500156417272,-1.10346743939995,0.838162954334623,16112821,"X","C. nigoni background","No change","Conserved",0,0,-1,"ambiguous","ambiguous",-0.452330167802762,-1.3021934195573,0.838162954334623,16112821,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00023686__Cni-D1053.3",0,0,0,"conserved","no change",0.254304217174274,-0.385439749688043,0.698168383823738,16137293,"X","C. nigoni background","No change","Conserved",0,1,0,"ambiguous","ambiguous",1.71165392546022,1.00291670301161,0.698168383823738,16137293,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00023688__Cni-C40H5.2",0,0,0,"conserved","no change",-0.0786524762473238,0.387308921975041,-0.414139002377244,16159672,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.893159883842772,-0.492829233716545,-0.414139002377244,16159672,"X","C. nigoni background","No change","Conserved"
"WBGene00023692__Cni-rsd-3",0,0,0,"conserved","no change",-0.100651715875596,0.389624397010806,-0.428514370323319,16231135,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.0504125699464668,0.468620145184098,-0.428514370323319,16231135,"X","C. nigoni background","No change","Conserved"
"WBGene00023694__Cnig_chr_X.g25231",0,0,0,"conserved","no change",0.665550640021594,-0.49847856539983,1.21359033467648,16239774,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-1.34947973227038,-2.5768273541989,1.21359033467648,16239774,"X","C. nigoni background","No change","Conserved"
"WBGene00023699__Cni-F26A3.4",0,0,1,"ambiguous","ambiguous",0.527282804577243,1.2025046204676,-0.627112463225353,1142098,"I","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",-0.055698492225651,0.559012985821483,-0.627112463225353,1142098,"I","C. nigoni background","No change","Conserved"
"WBGene00023701__Cnig_chr_I.g226",-1,0,1,"C. briggsae directional trans up","C. briggsae dominant up",-0.588376866754968,4.72651165908886,-5.28397728497259,1108464,"I","C. nigoni background","Cbr dominant","trans-only",-1,0,0,"ambiguous","ambiguous",-1.5957876219117,3.67072135515361,-5.28397728497259,1108464,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00023702__Cnig_chr_I.g224",0,0,0,"conserved","no change",0.676785995693331,2.33942556485049,-1.60700938032569,1086590,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.400929010278119,1.99223924321748,-1.60700938032569,1086590,"I","C. nigoni background","No change","Conserved"
"WBGene00023703__Cni-F27D4.7",0,0,0,"conserved","no change",-0.931929504027313,-0.301371473365237,-0.588753144863118,1084278,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.967307904738968,-0.396770834235993,-0.588753144863118,1084278,"I","C. nigoni background","No change","Conserved"
"WBGene00023704__Cni-F27D4.4",1,0,0,"ambiguous","ambiguous",0.028677942529799,-0.599832487523748,0.683480310623433,1080371,"I","C. nigoni background","Ambiguous","Ambiguous",1,0,0,"ambiguous","ambiguous",0.227428831627479,-0.467434652164207,0.683480310623433,1080371,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00023705__Cni-tag-173",1,1,-1,"C. briggsae partial trans down","additive down",1.61547240383134,-1.21627994491036,2.88924999204048,1069011,"I","C. nigoni background","Additive","cis-trans",1,1,-1,"C. briggsae partial trans down","additive down",0.914380016396675,-1.98602330735236,2.88924999204048,1069011,"I","C. nigoni background","Additive","cis-trans"
"WBGene00023710__Cni-lsy-22",0,0,0,"conserved","no change",0.301362017306894,1.15522420508517,-0.789589289351205,1030550,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.12316051896085,0.655855066688149,-0.789589289351205,1030550,"I","C. nigoni background","No change","Conserved"
"WBGene00023711__Cni-F27D4.1",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.304461668781578,-0.802713363019209,0.557202007463313,1026443,"I","C. nigoni background","Cbr dominant","trans-only",1,-1,-1,"C. briggsae partial trans down","underdominant",-0.915324029320172,-1.4821389156509,0.557202007463313,1026443,"I","C. nigoni background","Underdominant","cis-trans"
"WBGene00023712__Cni-T23G11.1",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.203967615481803,-1.3193189913303,1.17292990635867,1024643,"I","C. nigoni background","Cbr dominant","trans-only",1,-1,-1,"C. briggsae partial trans down","underdominant",-0.934504868850358,-2.11788383552619,1.17292990635867,1024643,"I","C. nigoni background","Underdominant","cis-trans"
"WBGene00023713__Cni-gld-1",-1,-1,0,"no effect","C. nigoni dominant",-1.4245625729382,-0.622824465746005,-0.747394795075787,1021738,"I","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-0.601634877127636,0.133541971733406,-0.747394795075787,1021738,"I","C. nigoni background","Cni dominant","No change"
"WBGene00023714__Cni-T23G11.4",0,0,0,"conserved","no change",-0.708609830596274,-0.959053349919774,0.307294651122242,1020207,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.537708037726188,0.217840199743538,0.307294651122242,1020207,"I","C. nigoni background","No change","Conserved"
"WBGene00023715__Cni-lron-9",0,1,1,"compensatory trans up","overdominant",1.52862139772976,1.4876668118409,0.0944485278890726,1003212,"I","C. nigoni background","Overdominant","Compensatory",0,1,0,"ambiguous","ambiguous",1.14958994541414,1.0450915527855,0.0944485278890726,1003212,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00023715__Cnig_chr_I.g211",0,0,0,"conserved","no change",-0.111722475939135,0.678630160502256,-0.730566133503695,1017130,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-1.21609909217473,-0.49370290610745,-0.730566133503695,1017130,"I","C. nigoni background","No change","Conserved"
"WBGene00023718__Cnig_chr_I.g208",0,0,0,"conserved","no change",0.24659215983359,0.607887934521239,-0.301013500574817,993615,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.0651094762284087,0.227393483417997,-0.301013500574817,993615,"I","C. nigoni background","No change","Conserved"
"WBGene00023720__Cni-F26A3.7",0,0,0,"conserved","no change",1.40399404713367,-0.0565529937381525,1.51451350413141,971799,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.27045406660845,-0.254657451193449,1.51451350413141,971799,"I","C. nigoni background","No change","Conserved"
"WBGene00023722__Cnig_chr_I.g202",0,-1,0,"ambiguous","ambiguous",-7.39002773810156,-5.39608925901791,-1.93196873347476,964319,"I","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",-2.7413216477271,-0.795071711890646,-1.93196873347476,964319,"I","C. nigoni background","No change","Conserved"
"WBGene00023727__Cni-del-4",0,0,0,"conserved","no change",1.11587154130172,-1.13247331708882,2.30379054061885,904578,"I","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.21907319777433,-1.09633586000945,2.30379054061885,904578,"I","C. nigoni background","No change","Conserved"
"WBGene00023728__Cnig_chr_I.g237",0,-1,-1,"compensatory trans down","underdominant",-1.01237859830851,-1.56012425804581,0.601117606516989,1167125,"I","C. nigoni background","Underdominant","Compensatory",0,0,-1,"ambiguous","ambiguous",-0.666513591749909,-1.27788828862538,0.601117606516989,1167125,"I","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00023733__Cnig_chr_IV.g12116",0,0,0,"conserved","no change",-0.501047041088662,0.197630848774819,-0.638992946451937,577466,"IV","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.40792404603844,0.223004822010764,-0.638992946451937,577466,"IV","C. nigoni background","No change","Conserved"
"WBGene00023735__Cnig_chr_IV.g12112",-1,0,0,"ambiguous","ambiguous",-2.70765838647577,-0.265081750173074,-2.37594651052069,560571,"IV","C. nigoni background","Ambiguous","Ambiguous",-1,-1,0,"no effect","C. nigoni dominant",-3.75640221723819,-1.39191168097323,-2.37594651052069,560571,"IV","C. nigoni background","Cni dominant","No change"
"WBGene00023739__Cnig_chr_IV.g12091",0,0,0,"conserved","no change",0.191362246047097,-1.39400634780136,1.64267949092881,493327,"IV","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.18267885483023,-0.469675659551677,1.64267949092881,493327,"IV","C. nigoni background","No change","Conserved"
"WBGene00023740__Cni-Y116A8C.9",0,0,0,"conserved","no change",0.548560051524231,0.754857081895432,-0.159298888974264,495293,"IV","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.404270273602843,0.549607087689043,-0.159298888974264,495293,"IV","C. nigoni background","No change","Conserved"
"WBGene00023741__Cnig_chr_IV.g12093",0,0,0,"conserved","no change",-0.0633263629286806,-0.0806984966348816,0.0701522247968178,498882,"IV","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.296487526727517,0.216950454028771,0.0701522247968178,498882,"IV","C. nigoni background","No change","Conserved"
"WBGene00023742__Cnig_chr_IV.g12096",0,0,0,"conserved","no change",-0.304300833305433,0.494538575735542,-0.744911154431614,505343,"IV","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.588988821121155,0.147045289374549,-0.744911154431614,505343,"IV","C. nigoni background","No change","Conserved"
"WBGene00023744__Cnig_chr_IV.g12097",0,0,0,"conserved","no change",-0.0710076171363323,0.210071169524487,-0.224101085714244,511172,"IV","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.0827696143335901,0.13130141876065,-0.224101085714244,511172,"IV","C. nigoni background","No change","Conserved"
"WBGene00023746__Cnig_chr_IV.g12099",1,-1,-1,"C. briggsae partial trans down","underdominant",-1.02187008754477,-1.40135826895497,0.434939439312671,526884,"IV","C. nigoni background","Underdominant","cis-trans",1,-1,-1,"C. briggsae partial trans down","underdominant",-2.09426795611972,-2.53939789486005,0.434939439312671,526884,"IV","C. nigoni background","Underdominant","cis-trans"
"WBGene00023747__Cnig_chr_IV.g12089",1,0,0,"ambiguous","ambiguous",-0.0348090266573798,-1.01103239250672,1.03150115635426,487223,"IV","C. nigoni background","Ambiguous","Ambiguous",1,0,0,"ambiguous","ambiguous",0.277732324620497,-0.765457037754433,1.03150115635426,487223,"IV","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00023748__Cnig_chr_IV.g12088",1,1,0,"no effect","C. nigoni dominant",4.01929049517849,0.174944514100533,3.88184225741286,482437,"IV","C. nigoni background","Cni dominant","No change",1,1,1,"C. briggsae partial trans up","overdominant",5.57404781810371,1.66743755194117,3.88184225741286,482437,"IV","C. nigoni background","Overdominant","cis-trans"
"WBGene00023749__Cni-gcy-25",0,0,0,"conserved","no change",-2.93151116312081,-5.05497617959283,2.18305977086231,466540,"IV","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.13666734476467,-1.05953824357024,2.18305977086231,466540,"IV","C. nigoni background","No change","Conserved"
"WBGene00023753__Cnig_chr_IV.g12077",-1,-1,0,"no effect","C. nigoni dominant",-2.75842852560474,-1.11534771525677,-1.58669426558796,442000,"IV","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-2.44463511373684,-0.871599865604322,-1.58669426558796,442000,"IV","C. nigoni background","Cni dominant","No change"
